"id_cp_interaction","interacting_pair","partner_a","partner_b","gene_a","gene_b","secreted","receptor_a","receptor_b","annotation_strategy","is_integrin","rank","cell1:cell2","pvalue","avgExpr","cell1","cell2"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Collecting Duct Principal Cells",0,1.082,"Myofibroblast","Collecting Duct Principal Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Podocytes",0,1.047,"Myofibroblast","Podocytes"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Connecting Tubule",0,1.046,"Myofibroblast","Connecting Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Descending Thin Limb",0,1.029,"Myofibroblast","Descending Thin Limb"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Macrophages",0,1.028,"Myofibroblast","Macrophages"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Injured Tubule",0,1.023,"Myofibroblast","Injured Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Distal Convoluted Tubule",0,1.018,"Myofibroblast","Distal Convoluted Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Thick Ascending Limb",0,0.991,"Myofibroblast","Thick Ascending Limb"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Uroethlial Cells",0,0.99,"Myofibroblast","Uroethlial Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Monocytes",0,0.985,"Myofibroblast","Monocytes"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Intercalated Cells",0,0.961,"Myofibroblast","Intercalated Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Proximal Tubule",0,0.959,"Myofibroblast","Proximal Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Dendritic Cells",0,0.957,"Myofibroblast","Dendritic Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Smooth Muscle Cells",0,0.951,"Myofibroblast","Smooth Muscle Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Fibroblast",0,0.947,"Myofibroblast","Fibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Myofibroblast",0,0.945,"Myofibroblast","Myofibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Lymph Endothelium",0,0.934,"Myofibroblast","Lymph Endothelium"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Myofibroblast|Injured Endothelium",0,0.927,"Myofibroblast","Injured Endothelium"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Collecting Duct Principal Cells",0,0.913,"Fibroblast","Collecting Duct Principal Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Podocytes",0,0.878,"Fibroblast","Podocytes"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Connecting Tubule",0,0.877,"Fibroblast","Connecting Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Descending Thin Limb",0,0.86,"Fibroblast","Descending Thin Limb"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Macrophages",0,0.859,"Fibroblast","Macrophages"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Injured Tubule",0,0.854,"Fibroblast","Injured Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Distal Convoluted Tubule",0,0.849,"Fibroblast","Distal Convoluted Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Thick Ascending Limb",0,0.822,"Fibroblast","Thick Ascending Limb"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Uroethlial Cells",0,0.821,"Fibroblast","Uroethlial Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Monocytes",0,0.816,"Fibroblast","Monocytes"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Intercalated Cells",0,0.792,"Fibroblast","Intercalated Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Proximal Tubule",0,0.79,"Fibroblast","Proximal Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Dendritic Cells",0,0.788,"Fibroblast","Dendritic Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Smooth Muscle Cells",0,0.782,"Fibroblast","Smooth Muscle Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Fibroblast",0,0.778,"Fibroblast","Fibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Myofibroblast",0,0.776,"Fibroblast","Myofibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Lymph Endothelium",0,0.765,"Fibroblast","Lymph Endothelium"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Fibroblast|Injured Endothelium",0,0.758,"Fibroblast","Injured Endothelium"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Smooth Muscle Cells|Fibroblast",0,0.553,"Smooth Muscle Cells","Fibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Smooth Muscle Cells|Myofibroblast",0,0.551,"Smooth Muscle Cells","Myofibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Injured Tubule|Fibroblast",0,0.356,"Injured Tubule","Fibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Injured Tubule|Myofibroblast",0,0.355,"Injured Tubule","Myofibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Collecting Duct Principal Cells",0,0.348,"Pericytes","Collecting Duct Principal Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Schwann Cells|Fibroblast",0,0.344,"Schwann Cells","Fibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Schwann Cells|Myofibroblast",0,0.342,"Schwann Cells","Myofibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Connecting Tubule",0,0.313,"Pericytes","Connecting Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Podocytes",0,0.313,"Pericytes","Podocytes"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Macrophages",0,0.295,"Pericytes","Macrophages"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Descending Thin Limb",0,0.295,"Pericytes","Descending Thin Limb"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Injured Tubule",0,0.289,"Pericytes","Injured Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Distal Convoluted Tubule",0,0.284,"Pericytes","Distal Convoluted Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Thick Ascending Limb",0,0.258,"Pericytes","Thick Ascending Limb"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Uroethlial Cells",0,0.256,"Pericytes","Uroethlial Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Monocytes",0,0.251,"Pericytes","Monocytes"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Intercalated Cells",0,0.228,"Pericytes","Intercalated Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Proximal Tubule",0,0.225,"Pericytes","Proximal Tubule"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Dendritic Cells",0,0.223,"Pericytes","Dendritic Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Smooth Muscle Cells",0,0.217,"Pericytes","Smooth Muscle Cells"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Fibroblast",0,0.213,"Pericytes","Fibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Myofibroblast",0,0.212,"Pericytes","Myofibroblast"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Lymph Endothelium",0,0.201,"Pericytes","Lymph Endothelium"
"CPI-SS0BFB29A42","PTN_PLXNB2","simple:P21246","simple:O15031","ENSG00000105894","ENSG00000196576","True","False","True","I2D,IMEx,InnateDB-All,IntAct","False",0.14,"Pericytes|Injured Endothelium",0,0.193,"Pericytes","Injured Endothelium"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Schwann Cells",0,1.731,"Myofibroblast","Schwann Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Myofibroblast",0,1.534,"Myofibroblast","Myofibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Fibroblast",0,1.498,"Myofibroblast","Fibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Pericytes",0,1.377,"Myofibroblast","Pericytes"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Glomerular Capillaries",0,1.327,"Myofibroblast","Glomerular Capillaries"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Lymph Endothelium",0,1.318,"Myofibroblast","Lymph Endothelium"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Vasa Recta",0,1.284,"Myofibroblast","Vasa Recta"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Smooth Muscle Cells",0,1.207,"Myofibroblast","Smooth Muscle Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|T Cells",0,1.152,"Myofibroblast","T Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|Schwann Cells",0,1.144,"Fibroblast","Schwann Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Podocytes",0,1.141,"Myofibroblast","Podocytes"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Injured Endothelium",0,1.118,"Myofibroblast","Injured Endothelium"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Plasma Cells",0,1.117,"Myofibroblast","Plasma Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Injured Tubule",0,1.1,"Myofibroblast","Injured Tubule"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Connecting Tubule",0,1.089,"Myofibroblast","Connecting Tubule"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Collecting Duct Principal Cells",0,1.086,"Myofibroblast","Collecting Duct Principal Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|B Cells",0,1.08,"Myofibroblast","B Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Thick Ascending Limb",0,1.066,"Myofibroblast","Thick Ascending Limb"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Descending Thin Limb",0,1.061,"Myofibroblast","Descending Thin Limb"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Venular Endothelium",0,1.06,"Myofibroblast","Venular Endothelium"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Distal Convoluted Tubule",0,1.06,"Myofibroblast","Distal Convoluted Tubule"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Intercalated Cells",0,1.054,"Myofibroblast","Intercalated Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Arterioral Endothelium",0,1.048,"Myofibroblast","Arterioral Endothelium"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Pericytes|Schwann Cells",0,1.04,"Pericytes","Schwann Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Dendritic Cells",0,1.038,"Myofibroblast","Dendritic Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Monocytes",0,1.016,"Myofibroblast","Monocytes"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Natural Killer Cells",0,0.989,"Myofibroblast","Natural Killer Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Schwann Cells|Myofibroblast",0,0.981,"Schwann Cells","Myofibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Myofibroblast|Macrophages",0,0.958,"Myofibroblast","Macrophages"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|Myofibroblast",0,0.947,"Fibroblast","Myofibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Schwann Cells|Fibroblast",0,0.946,"Schwann Cells","Fibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|Fibroblast",0,0.911,"Fibroblast","Fibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Pericytes|Myofibroblast",0,0.843,"Pericytes","Myofibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Schwann Cells|Pericytes",0,0.824,"Schwann Cells","Pericytes"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Pericytes|Fibroblast",0,0.807,"Pericytes","Fibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|Pericytes",0,0.79,"Fibroblast","Pericytes"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Smooth Muscle Cells|Myofibroblast",0,0.784,"Smooth Muscle Cells","Myofibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Podocytes|Myofibroblast",0,0.749,"Podocytes","Myofibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Smooth Muscle Cells|Fibroblast",0,0.748,"Smooth Muscle Cells","Fibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|Glomerular Capillaries",0,0.74,"Fibroblast","Glomerular Capillaries"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|Lymph Endothelium",0,0.731,"Fibroblast","Lymph Endothelium"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Podocytes|Fibroblast",0,0.713,"Podocytes","Fibroblast"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|Vasa Recta",0,0.697,"Fibroblast","Vasa Recta"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Pericytes|Pericytes",0,0.686,"Pericytes","Pericytes"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Pericytes|Glomerular Capillaries",0,0.636,"Pericytes","Glomerular Capillaries"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Pericytes|Lymph Endothelium",0,0.628,"Pericytes","Lymph Endothelium"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Smooth Muscle Cells|Pericytes",0,0.627,"Smooth Muscle Cells","Pericytes"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|Smooth Muscle Cells",0,0.62,"Fibroblast","Smooth Muscle Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Pericytes|Vasa Recta",0,0.593,"Pericytes","Vasa Recta"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Podocytes|Pericytes",0,0.592,"Podocytes","Pericytes"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|T Cells",0,0.565,"Fibroblast","T Cells"
"CPI-SC0F73E9099","COL1A1_a1b1 complex","simple:P02452","complex:a1b1 complex","ENSG00000108821","","True","False","False","curated","True",0.143,"Fibroblast|Podocytes",0,0.554,"Fibroblast","Podocytes"
