"id_cp_interaction","interacting_pair","partner_a","partner_b","gene_a","gene_b","secreted","receptor_a","receptor_b","annotation_strategy","is_integrin","rank","cell1:cell2","pvalue","avgExpr","cell1","cell2"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Myofibroblast|Podocytes",0.016,0.101,"Myofibroblast","Podocytes"
"CPI-SC0FF018913","COL28A1_a1b1 complex","simple:Q2UY09","complex:a1b1 complex","ENSG00000215018","","True","False","False","curated","True",0.031,"Schwann Cells|Myofibroblast",0,1.219,"Schwann Cells","Myofibroblast"
"CPI-SC0FF018913","COL28A1_a1b1 complex","simple:Q2UY09","complex:a1b1 complex","ENSG00000215018","","True","False","False","curated","True",0.031,"Schwann Cells|Fibroblast",0,1.184,"Schwann Cells","Fibroblast"
"CPI-SC0755598EE","THBS1_aVb3 complex","simple:P07996","complex:aVb3 complex","ENSG00000137801","","False","False","False","curated","True",0.031,"Fibroblast|Injured Tubule",0,1.083,"Fibroblast","Injured Tubule"
"CPI-SC0755598EE","THBS1_aVb3 complex","simple:P07996","complex:aVb3 complex","ENSG00000137801","","False","False","False","curated","True",0.031,"Fibroblast|Podocytes",0,1.068,"Fibroblast","Podocytes"
"CPI-SC0FF018913","COL28A1_a1b1 complex","simple:Q2UY09","complex:a1b1 complex","ENSG00000215018","","True","False","False","curated","True",0.031,"Schwann Cells|Pericytes",0,1.063,"Schwann Cells","Pericytes"
"CPI-SC0F778DC8E","COL9A3_a1b1 complex","simple:Q14050","complex:a1b1 complex","ENSG00000092758","","True","False","False","curated","True",0.031,"Schwann Cells|Myofibroblast",0,1.03,"Schwann Cells","Myofibroblast"
"CPI-SC0F778DC8E","COL9A3_a1b1 complex","simple:Q14050","complex:a1b1 complex","ENSG00000092758","","True","False","False","curated","True",0.031,"Schwann Cells|Fibroblast",0,0.994,"Schwann Cells","Fibroblast"
"CPI-SC0F778DC8E","COL9A3_a1b1 complex","simple:Q14050","complex:a1b1 complex","ENSG00000092758","","True","False","False","curated","True",0.031,"Schwann Cells|Pericytes",0,0.873,"Schwann Cells","Pericytes"
"CPI-SC0755598EE","THBS1_aVb3 complex","simple:P07996","complex:aVb3 complex","ENSG00000137801","","False","False","False","curated","True",0.031,"Myofibroblast|Injured Tubule",0,0.738,"Myofibroblast","Injured Tubule"
"CPI-SC0755598EE","THBS1_aVb3 complex","simple:P07996","complex:aVb3 complex","ENSG00000137801","","False","False","False","curated","True",0.031,"Myofibroblast|Podocytes",0,0.724,"Myofibroblast","Podocytes"
"CPI-SS02CF96625","FAM3C_KIR2DL3","simple:Q92520","simple:P43628","ENSG00000196937","ENSG00000243772","True","False","True","IMEx,IntAct","False",0.031,"Myofibroblast|Natural Killer Cells",0,0.387,"Myofibroblast","Natural Killer Cells"
"CPI-SS02CF96625","FAM3C_KIR2DL3","simple:Q92520","simple:P43628","ENSG00000196937","ENSG00000243772","True","False","True","IMEx,IntAct","False",0.031,"Fibroblast|Natural Killer Cells",0,0.349,"Fibroblast","Natural Killer Cells"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Podocytes",0,0.345,"Pericytes","Podocytes"
"CPI-SC0755598EE","THBS1_aVb3 complex","simple:P07996","complex:aVb3 complex","ENSG00000137801","","False","False","False","curated","True",0.031,"Pericytes|Injured Tubule",0,0.28,"Pericytes","Injured Tubule"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Injured Tubule",0,0.277,"Pericytes","Injured Tubule"
"CPI-SC0755598EE","THBS1_aVb3 complex","simple:P07996","complex:aVb3 complex","ENSG00000137801","","False","False","False","curated","True",0.031,"Pericytes|Podocytes",0,0.265,"Pericytes","Podocytes"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Glomerular Capillaries",0,0.255,"Pericytes","Glomerular Capillaries"
"CPI-SS02CF96625","FAM3C_KIR2DL3","simple:Q92520","simple:P43628","ENSG00000196937","ENSG00000243772","True","False","True","IMEx,IntAct","False",0.031,"Pericytes|Natural Killer Cells",0,0.25,"Pericytes","Natural Killer Cells"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Descending Thin Limb",0,0.249,"Pericytes","Descending Thin Limb"
"CPI-SS05D1A6BEF","AIMP1_NTRK1","simple:Q12904","simple:P04629","ENSG00000164022","ENSG00000198400","True","False","True","InnateDB-All","False",0.031,"Myofibroblast|Basophils",0,0.24,"Myofibroblast","Basophils"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Smooth Muscle Cells",0,0.234,"Pericytes","Smooth Muscle Cells"
"CPI-SS0E6E8A727","COPA_NTRK1","simple:P53621","simple:P04629","ENSG00000122218","ENSG00000198400","True","False","True","InnateDB-All","False",0.031,"Myofibroblast|Basophils",0,0.234,"Myofibroblast","Basophils"
"CPI-SS05D1A6BEF","AIMP1_NTRK1","simple:Q12904","simple:P04629","ENSG00000164022","ENSG00000198400","True","False","True","InnateDB-All","False",0.031,"Fibroblast|Basophils",0,0.23,"Fibroblast","Basophils"
"CPI-SS0E6E8A727","COPA_NTRK1","simple:P53621","simple:P04629","ENSG00000122218","ENSG00000198400","True","False","True","InnateDB-All","False",0.031,"Fibroblast|Basophils",0,0.229,"Fibroblast","Basophils"
"CPI-SS05D1A6BEF","AIMP1_NTRK1","simple:Q12904","simple:P04629","ENSG00000164022","ENSG00000198400","True","False","True","InnateDB-All","False",0.031,"Pericytes|Basophils",0,0.227,"Pericytes","Basophils"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Arterioral Endothelium",0,0.226,"Pericytes","Arterioral Endothelium"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Thick Ascending Limb",0,0.213,"Pericytes","Thick Ascending Limb"
"CPI-SS0E6E8A727","COPA_NTRK1","simple:P53621","simple:P04629","ENSG00000122218","ENSG00000198400","True","False","True","InnateDB-All","False",0.031,"Pericytes|Basophils",0,0.198,"Pericytes","Basophils"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Venular Endothelium",0,0.196,"Pericytes","Venular Endothelium"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Connecting Tubule",0,0.195,"Pericytes","Connecting Tubule"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Distal Convoluted Tubule",0,0.18,"Pericytes","Distal Convoluted Tubule"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Collecting Duct Principal Cells",0,0.174,"Pericytes","Collecting Duct Principal Cells"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Injured Endothelium",0,0.159,"Pericytes","Injured Endothelium"
"CPI-SC09938698A","CSPG4_a3b1 complex","simple:Q6UVK1","complex:a3b1 complex","ENSG00000173546","","False","False","False","curated","True",0.031,"Pericytes|Intercalated Cells",0,0.141,"Pericytes","Intercalated Cells"
"CPI-CS0CFA0E4C5","GDF7_BMPR2_BMPR1A","simple:Q7Z4P5","complex:BMPR1A_BMPR2","ENSG00000143869","","True","False","True","curated","False",0.031,"Descending Thin Limb|Myofibroblast",0,0.123,"Descending Thin Limb","Myofibroblast"
"CPI-CS0CFA0E4C5","GDF7_BMPR2_BMPR1A","simple:Q7Z4P5","complex:BMPR1A_BMPR2","ENSG00000143869","","True","False","True","curated","False",0.031,"Descending Thin Limb|Fibroblast",0,0.119,"Descending Thin Limb","Fibroblast"
"CPI-CS0CFA0E4C5","GDF7_BMPR2_BMPR1A","simple:Q7Z4P5","complex:BMPR1A_BMPR2","ENSG00000143869","","True","False","True","curated","False",0.031,"Injured Tubule|Myofibroblast",0,0.113,"Injured Tubule","Myofibroblast"
"CPI-CS0CFA0E4C5","GDF7_BMPR2_BMPR1A","simple:Q7Z4P5","complex:BMPR1A_BMPR2","ENSG00000143869","","True","False","True","curated","False",0.031,"Descending Thin Limb|Pericytes",0,0.11,"Descending Thin Limb","Pericytes"
"CPI-CS0CFA0E4C5","GDF7_BMPR2_BMPR1A","simple:Q7Z4P5","complex:BMPR1A_BMPR2","ENSG00000143869","","True","False","True","curated","False",0.031,"Injured Tubule|Fibroblast",0,0.11,"Injured Tubule","Fibroblast"
"CPI-CS0CFA0E4C5","GDF7_BMPR2_BMPR1A","simple:Q7Z4P5","complex:BMPR1A_BMPR2","ENSG00000143869","","True","False","True","curated","False",0.031,"Injured Tubule|Pericytes",0,0.1,"Injured Tubule","Pericytes"
"CPI-CS0C9EE65C2","ALB_FcRn complex","simple:P02768","complex:FcRn complex","ENSG00000163631","","True","False","True","curated","False",0.032,"Proximal Tubule|Fibroblast",0,1.249,"Proximal Tubule","Fibroblast"
"CPI-CS0C9EE65C2","ALB_FcRn complex","simple:P02768","complex:FcRn complex","ENSG00000163631","","True","False","True","curated","False",0.032,"Proximal Tubule|Myofibroblast",0,1.124,"Proximal Tubule","Myofibroblast"
"CPI-CS0C9EE65C2","ALB_FcRn complex","simple:P02768","complex:FcRn complex","ENSG00000163631","","True","False","True","curated","False",0.032,"Proximal Tubule|Pericytes",0,0.967,"Proximal Tubule","Pericytes"
"CPI-SC0C6B54D7A","THY1_aXb2 complex","simple:P04216","complex:aXb2 complex","ENSG00000154096","","False","False","False","curated","True",0.032,"Myofibroblast|Macrophages",0,0.658,"Myofibroblast","Macrophages"
"CPI-SC0C6B54D7A","THY1_aXb2 complex","simple:P04216","complex:aXb2 complex","ENSG00000154096","","False","False","False","curated","True",0.032,"Pericytes|Macrophages",0,0.532,"Pericytes","Macrophages"
"CPI-SC0C6B54D7A","THY1_aXb2 complex","simple:P04216","complex:aXb2 complex","ENSG00000154096","","False","False","False","curated","True",0.032,"Fibroblast|Macrophages",0,0.508,"Fibroblast","Macrophages"
"CPI-SC0C6B54D7A","THY1_aXb2 complex","simple:P04216","complex:aXb2 complex","ENSG00000154096","","False","False","False","curated","True",0.032,"Myofibroblast|Dendritic Cells",0,0.474,"Myofibroblast","Dendritic Cells"
"CPI-SC0C6B54D7A","THY1_aXb2 complex","simple:P04216","complex:aXb2 complex","ENSG00000154096","","False","False","False","curated","True",0.032,"Myofibroblast|Monocytes",0,0.375,"Myofibroblast","Monocytes"
"CPI-SC0C6B54D7A","THY1_aXb2 complex","simple:P04216","complex:aXb2 complex","ENSG00000154096","","False","False","False","curated","True",0.032,"Pericytes|Dendritic Cells",0,0.348,"Pericytes","Dendritic Cells"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Fibroblast|Thick Ascending Limb",0,0.339,"Fibroblast","Thick Ascending Limb"
"CPI-SC0C6B54D7A","THY1_aXb2 complex","simple:P04216","complex:aXb2 complex","ENSG00000154096","","False","False","False","curated","True",0.032,"Fibroblast|Dendritic Cells",0,0.324,"Fibroblast","Dendritic Cells"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Fibroblast|Descending Thin Limb",0,0.318,"Fibroblast","Descending Thin Limb"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Fibroblast|Distal Convoluted Tubule",0,0.312,"Fibroblast","Distal Convoluted Tubule"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Fibroblast|Intercalated Cells",0,0.308,"Fibroblast","Intercalated Cells"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Fibroblast|Podocytes",0,0.305,"Fibroblast","Podocytes"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Myofibroblast|Thick Ascending Limb",0,0.301,"Myofibroblast","Thick Ascending Limb"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Fibroblast|Glomerular Capillaries",0,0.287,"Fibroblast","Glomerular Capillaries"
"CPI-SS03133B4F2","TNFSF13B_TFRC","simple:Q9Y275","simple:P02786","ENSG00000102524","ENSG00000072274","True","False","True","IMEx,IntAct","False",0.032,"Myofibroblast|Macrophages",0,0.285,"Myofibroblast","Macrophages"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Myofibroblast|Descending Thin Limb",0,0.28,"Myofibroblast","Descending Thin Limb"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Myofibroblast|Distal Convoluted Tubule",0,0.274,"Myofibroblast","Distal Convoluted Tubule"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Fibroblast|Injured Tubule",0,0.27,"Fibroblast","Injured Tubule"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Myofibroblast|Intercalated Cells",0,0.27,"Myofibroblast","Intercalated Cells"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Myofibroblast|Podocytes",0,0.267,"Myofibroblast","Podocytes"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Fibroblast|Collecting Duct Principal Cells",0,0.252,"Fibroblast","Collecting Duct Principal Cells"
"CPI-SC0C6B54D7A","THY1_aXb2 complex","simple:P04216","complex:aXb2 complex","ENSG00000154096","","False","False","False","curated","True",0.032,"Pericytes|Monocytes",0,0.249,"Pericytes","Monocytes"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Myofibroblast|Glomerular Capillaries",0,0.248,"Myofibroblast","Glomerular Capillaries"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Myofibroblast|Injured Tubule",0,0.232,"Myofibroblast","Injured Tubule"
"CPI-SC0C6B54D7A","THY1_aXb2 complex","simple:P04216","complex:aXb2 complex","ENSG00000154096","","False","False","False","curated","True",0.032,"Fibroblast|Monocytes",0,0.225,"Fibroblast","Monocytes"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Fibroblast|Injured Endothelium",0,0.225,"Fibroblast","Injured Endothelium"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Myofibroblast|Collecting Duct Principal Cells",0,0.214,"Myofibroblast","Collecting Duct Principal Cells"
"CPI-SS03133B4F2","TNFSF13B_TFRC","simple:Q9Y275","simple:P02786","ENSG00000102524","ENSG00000072274","True","False","True","IMEx,IntAct","False",0.032,"Myofibroblast|Monocytes",0,0.187,"Myofibroblast","Monocytes"
"CPI-SS0A874F65F","RSPO3_LGR4","simple:Q9BXY4","simple:Q9BXB1","ENSG00000146374","ENSG00000205213","True","False","True","guidetopharmacology.org","False",0.032,"Myofibroblast|Injured Endothelium",0,0.187,"Myofibroblast","Injured Endothelium"
"CPI-SS0A19E9C34","BTC_EGFR","simple:P35070","simple:P00533","ENSG00000174808","ENSG00000146648","True","False","True","curated","False",0.032,"Smooth Muscle Cells|Myofibroblast",0,0.165,"Smooth Muscle Cells","Myofibroblast"
"CPI-SS03133B4F2","TNFSF13B_TFRC","simple:Q9Y275","simple:P02786","ENSG00000102524","ENSG00000072274","True","False","True","IMEx,IntAct","False",0.032,"Myofibroblast|Intercalated Cells",0,0.164,"Myofibroblast","Intercalated Cells"
"CPI-SS0EDAE16B6","KITLG_EPOR","simple:P21583","simple:P19235","ENSG00000049130","ENSG00000187266","True","False","True","I2D","False",0.032,"Pericytes|Collecting Duct Principal Cells",0,0.163,"Pericytes","Collecting Duct Principal Cells"
"CPI-SS0A19E9C34","BTC_EGFR","simple:P35070","simple:P00533","ENSG00000174808","ENSG00000146648","True","False","True","curated","False",0.032,"Smooth Muscle Cells|Fibroblast",0,0.161,"Smooth Muscle Cells","Fibroblast"
"CPI-SS0A19E9C34","BTC_EGFR","simple:P35070","simple:P00533","ENSG00000174808","ENSG00000146648","True","False","True","curated","False",0.032,"Collecting Duct Principal Cells|Myofibroblast",0,0.151,"Collecting Duct Principal Cells","Myofibroblast"
"CPI-SS0EDAE16B6","KITLG_EPOR","simple:P21583","simple:P19235","ENSG00000049130","ENSG00000187266","True","False","True","I2D","False",0.032,"Pericytes|Distal Convoluted Tubule",0,0.15,"Pericytes","Distal Convoluted Tubule"
"CPI-SS0A19E9C34","BTC_EGFR","simple:P35070","simple:P00533","ENSG00000174808","ENSG00000146648","True","False","True","curated","False",0.032,"Collecting Duct Principal Cells|Fibroblast",0,0.147,"Collecting Duct Principal Cells","Fibroblast"
"CPI-SS03133B4F2","TNFSF13B_TFRC","simple:Q9Y275","simple:P02786","ENSG00000102524","ENSG00000072274","True","False","True","IMEx,IntAct","False",0.032,"Myofibroblast|Dendritic Cells",0,0.144,"Myofibroblast","Dendritic Cells"
"CPI-SS03133B4F2","TNFSF13B_TFRC","simple:Q9Y275","simple:P02786","ENSG00000102524","ENSG00000072274","True","False","True","IMEx,IntAct","False",0.032,"Myofibroblast|Collecting Duct Principal Cells",0,0.143,"Myofibroblast","Collecting Duct Principal Cells"
"CPI-SS0A19E9C34","BTC_EGFR","simple:P35070","simple:P00533","ENSG00000174808","ENSG00000146648","True","False","True","curated","False",0.032,"Podocytes|Myofibroblast",0,0.14,"Podocytes","Myofibroblast"
"CPI-SS0A19E9C34","BTC_EGFR","simple:P35070","simple:P00533","ENSG00000174808","ENSG00000146648","True","False","True","curated","False",0.032,"Podocytes|Fibroblast",0,0.136,"Podocytes","Fibroblast"
