genes,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000258820.5;AF111167.1,AF111167.1,-0.38999387406588,-0.90802951408188,-1.02342671730825,0.32998314859932,0.700335049066217,-5.07377484379693
ENSG00000127329.15;PTPRB,PTPRB,-0.174553940244072,4.74452246333506,-1.97557783071799,0.0761356238853253,0.404337135066638,-5.07378408176462
ENSG00000267246.1;AC091132.5,AC091132.5,0.386951207743099,-0.624897945728706,1.07780705660542,0.306177444377971,0.683233250036231,-5.07382898031905
ENSG00000165186.11;PTCHD1,PTCHD1,-0.354233593869473,1.10346625645854,-1.40924717083372,0.188786576696104,0.574756980536817,-5.07400671988865
ENSG00000277744.1;AC011462.4,AC011462.4,0.395465591128074,-0.385635122135146,1.12318992064366,0.287334195667696,0.665942464890919,-5.07409872700446
ENSG00000146966.12;DENND2A,DENND2A,-0.160594320169817,6.46409217284701,-2.15138239713904,0.0566558854346352,0.359848283076315,-5.07415889237263
ENSG00000197724.10;PHF2,PHF2,0.146132169211992,5.6351102124381,2.07435323854311,0.0645231998430667,0.380338052351897,-5.07419375487718
ENSG00000279670.1;AL359922.3,AL359922.3,0.323764507204409,1.29535212152914,1.44632962480551,0.178381128769872,0.561223279962863,-5.07422286207615
ENSG00000207445.1;SNORD15B,SNORD15B,0.366065121407125,0.160989600501126,1.22739932614497,0.247499442304045,0.632074995030737,-5.0745089041433
ENSG00000101773.18;RBBP8,RBBP8,0.146664840091116,6.44893682013321,2.14979026500937,0.0568087945239734,0.359920650095983,-5.07460086393435
ENSG00000135541.20;AHI1,AHI1,0.150452345950823,6.21515869462877,2.12904712433284,0.0588374233390851,0.365361117183876,-5.07473837307478
ENSG00000251287.8;ALG1L2,ALG1L2,0.344814155800282,0.277002193643669,1.24944681193703,0.239668171416744,0.624865157951004,-5.07487121866087
ENSG00000186976.14;EFCAB6,EFCAB6,0.461463971120632,0.403943142542258,1.27219546472243,0.231800261133693,0.618854543563566,-5.0749109835524
ENSG00000155269.11;GPR78,GPR78,-0.389547095062853,0.986877190437926,-1.38573792439552,0.195647319433161,0.581169851164294,-5.07492703185044
