,logFC,AveExpr,t,P.Value,adj.P.Val,B
NCOA3,1.38654386127107,0.100945956277833,1.29683653169623,0.208367662366081,0.445845512856836,-5.26469272761506
THAP11,-1.24814636929065,0.0751874304807192,-1.26741264268804,0.218499212176443,0.460752409829882,-5.29929627113464
ARID2,1.28888502421513,0.0908505822634135,1.26400464818307,0.219696785738544,0.460752409829882,-5.30326044765031
MAFG,-1.1554300538294,0.0103287614768609,-1.26265633475836,0.220171974713658,0.460752409829882,-5.30482628686714
PPARG,-1.07621120973377,-0.0752878891068168,-1.2507637253644,0.224397545347748,0.460752409829882,-5.31857560009845
KLF3,-1.1890799786152,0.0205891265351862,-1.24969967990486,0.224778616823885,0.460752409829882,-5.31980033363788
OTX2,-1.221936505773,-0.0243845429638915,-1.24954373049602,0.224834509264066,0.460752409829882,-5.31997975882943
SOX10,1.13635740779572,-0.0422825815909041,1.24412437554306,0.226783420431669,0.461496331088222,-5.32620297794587
MYB,1.08333753421298,-0.0420929794105279,1.22770292452002,0.232767652438043,0.470384630968546,-5.34491819322103
ELF3,-1.13620967105472,0.0313712109014055,-1.21900790757038,0.235984444473852,0.47359636787511,-5.35474091917455
SP4,1.06443852544522,0.137480554164701,1.20675889312595,0.240573023883067,0.479498287328579,-5.36847614139534
HNF4A,-1.1152385748116,0.0140356432051148,-1.18834326119584,0.247597810205292,0.486334084692239,-5.3888996580333
CREB3,-1.20868622676326,0.0206785921994508,-1.18433899608187,0.249145425840069,0.486334084692239,-5.39330435527204
ZFX,1.01385037659043,0.0340460601475896,1.18172082842836,0.250161233322021,0.486334084692239,-5.39617733965642
NR1H2,-1.22173336046196,0.0130522096645965,-1.18036709727095,0.250687672521773,0.486334084692239,-5.39766065063821
GATA4,1.04960847779913,0.00844284217708977,1.17287221990057,0.25361726678598,0.488759103541193,-5.40584609305847
CEBPD,-1.08439225317075,-0.00649128501459503,-1.16004677498199,0.25868953081889,0.492487266517051,-5.41974748510325
TCF12,1.14650680846239,0.0381482649676049,1.15308730914469,0.261473206204475,0.492487266517051,-5.42723473909118
AR,1.1259827331834,-0.124312323897672,1.14613295034529,0.2642769193045,0.492487266517051,-5.43467699022052
NR5A2,-1.01782450630815,0.116953846938915,-1.14571408308347,0.264446495447331,0.492487266517051,-5.43512398064194
NONO,1.0274939874597,0.0285788494574129,1.14285365191006,0.265606672408594,0.492487266517051,-5.43817262348752
ZNF592,-1.14623831913941,-0.0133111290467114,-1.1426087231737,0.265706188464526,0.492487266517051,-5.43843335660574
